NumTrials=630, DotSize = 2, Nx = 192, StimulusDuration = 5.000000e-01 
Disparity, MouseButton, ReactionTime, AlternationRate
3,3,0.6041,7.5
3,1,0.78722,7.5
-3,3,1.2895,30
3,1,3.2469,30
-5,3,3.0792,7.5
-5,1,1.2188,7.5
-3,3,1.8136,15
-3,1,1.4549,0.0001
-1,3,2.3605,60
1,1,2.8435,0.0001
-1,3,3.6223,30
1,3,0.80581,30
-1,3,0.75782,120
3,3,1.1726,30
5,3,0.94403,0.0002
-5,1,0.62813,0.0002
3,3,1.3476,0.0002
3,3,1.5585,60
1,3,0.86255,15
-3,1,0.76504,7.5
5,1,0.71938,0.0002
-3,1,2.5664,0.0001
5,3,1.1236,0.0002
3,1,1.1327,0.0002
-5,1,0.71929,120
5,1,0.67568,15
1,1,1.2483,15
3,1,0.74614,7.5
5,1,0.90083,0.0002
-3,1,1.4276,7.5
-3,3,3.5634,0.0001
-3,1,0.82397,30
1,3,2.2947,7.5
-5,1,0.65662,0.0001
1,3,0.75906,30
-1,3,1.5597,7.5
-5,3,0.90801,15
1,1,1.4336,30
-1,1,0.96593,0.0001
1,1,0.91578,30
-1,3,0.60654,15
-1,1,2.9825,15
3,3,1.3984,30
-3,3,1.1213,60
3,1,1.1187,7.5
1,3,1.1601,60
1,3,0.89583,120
-5,3,1.2189,15
-1,1,1.5758,120
3,1,0.90104,0.0002
-3,1,1.2279,60
3,1,0.90613,15
3,3,1.7975,15
-5,3,2.2039,0.0002
1,1,3.9956,0.0001
-5,3,1.9589,120
-1,3,0.96191,7.5
1,3,1.4895,7.5
-1,1,0.63673,60
-5,3,0.94739,60
1,3,0.73079,0.0001
3,1,0.57005,0.0002
3,1,1.2779,15
-1,1,0.77186,120
3,3,0.91922,15
-1,1,0.53771,15
-3,1,1.1883,120
1,1,0.7727,60
-5,1,0.57995,120
3,1,0.78589,120
1,3,0.93753,7.5
3,3,0.48009,120
1,1,1.0334,30
-1,1,1.566,0.0002
3,3,0.6298,0.0002
5,1,1.4153,60
1,1,2.0341,15
5,1,1.8812,0.0002
-3,1,0.95668,7.5
-1,3,1.4682,7.5
3,1,1.5466,15
5,1,3.7972,30
-1,1,0.95483,7.5
-1,3,1.2631,30
-1,1,3.2949,120
5,1,1.0103,0.0001
-3,1,0.72506,0.0001
1,1,1.206,30
-5,1,1.3131,7.5
-1,3,0.81281,0.0002
-1,1,0.69781,120
5,1,2.9757,0.0002
-5,1,0.70352,30
3,1,0.67797,120
5,1,0.46308,0.0002
-1,3,0.99591,15
-3,3,5.588,15
-5,1,0.8225,0.0002
3,3,1.4755,15
-1,1,1.4083,0.0002
1,1,0.46399,0.0001
-3,1,3.8246,30
-3,1,1.0413,120
-1,1,1.3162,60
-1,1,1.124,120
3,1,0.57961,120
1,1,0.65506,120
-1,1,1.0021,120
-5,1,0.8272,15
5,3,0.69686,0.0001
5,3,1.7322,7.5
-1,1,0.82137,60
5,3,1.3568,15
1,1,1.5866,60
-5,1,0.93091,7.5
1,1,0.77725,120
-5,1,0.71373,0.0002
-3,3,1.1238,7.5
1,1,0.567,60
3,1,0.58304,120
-3,1,0.76107,0.0002
-3,1,0.8035,0.0002
-5,3,1.0723,15
5,3,1.4347,0.0001
1,3,3.1653,0.0002
-5,1,3.2129,60
-3,1,1.0843,30
-1,3,0.90841,60
-3,3,3.0916,120
-3,1,1.1427,7.5
5,1,1.1435,120
-1,1,1.8715,30
-5,1,1.8815,120
-3,3,3.9869,0.0002
5,1,0.404,30
-5,1,1.6012,0.0001
5,3,7.1778,15
5,1,0.76368,7.5
-1,1,0.83703,7.5
3,1,0.90863,0.0001
1,1,1.4976,30
3,1,0.49272,15
-5,1,1.2061,0.0002
-5,1,0.86748,30
3,1,0.72738,0.0001
-5,1,0.98995,0.0001
-5,3,5.0644,60
5,1,1.0845,60
-1,1,0.46958,0.0001
5,1,1.4521,60
3,3,3.4426,60
-3,1,0.70658,7.5
5,3,2.2635,30
3,1,0.71496,7.5
3,1,0.69736,0.0001
-5,1,0.91879,7.5
1,3,0.62768,7.5
3,1,0.73181,30
-3,3,1.9751,120
-3,1,0.92846,60
3,1,0.54005,60
5,1,0.92078,0.0001
1,1,1.6508,0.0001
5,3,0.90774,7.5
3,1,0.75102,30
5,1,0.74491,7.5
5,1,0.9962,0.0002
-5,1,0.67501,30
-3,1,0.55224,0.0002
3,1,0.653,60
3,1,0.69143,30
5,1,0.6652,120
5,1,0.73324,60
