NumTrials=630, DotSize = 2, Nx = 192, StimulusDuration = 5.000000e-01 
Disparity, MouseButton, ReactionTime, AlternationRate
1,1,0.3823,0.0001
-3,3,0.4086,15
-3,3,0.4501,120
1,1,0.641,15
1,3,0.30702,30
3,1,0.47313,15
3,3,0.35711,120
3,1,0.22348,30
1,3,0.33011,0.0002
-3,1,0.45919,30
-3,3,0.37581,0.0002
1,1,0.37615,60
3,3,0.40188,30
3,3,0.25425,0.0002
5,3,0.22368,0.0002
-5,1,2.0485,15
-1,1,0.47768,7.5
1,3,0.30948,120
-3,3,0.31014,120
5,3,0.26809,60
3,3,0.57549,120
3,3,0.38928,30
5,3,0.42752,120
-3,1,0.44224,7.5
1,3,0.45385,7.5
-5,1,0.34776,30
1,1,0.31067,30
-3,1,0.5027,0.0002
5,1,0.25339,0.0002
5,3,0.30302,15
-3,1,0.22724,0.0001
-1,1,0.54424,15
5,1,0.28365,30
3,1,0.31444,15
1,1,0.39392,0.0001
-3,1,0.36074,30
-1,1,0.49984,7.5
-1,1,0.23706,120
-5,1,0.49496,30
3,1,0.48774,15
-5,1,0.4214,15
3,1,0.55578,15
1,1,0.6428,60
-5,1,0.37682,120
5,1,0.44313,120
-5,1,0.36591,15
3,3,0.26202,0.0002
1,3,0.91968,7.5
-1,1,0.43265,15
5,1,0.55856,0.0001
-3,3,0.4733,15
-1,1,0.49231,7.5
-3,1,0.38863,60
3,1,0.43074,7.5
-3,1,0.44504,0.0001
-1,1,0.43141,60
-1,1,0.50079,0.0001
-1,3,0.58398,60
5,1,0.51605,7.5
-1,1,0.40065,120
-1,1,0.75786,7.5
3,1,0.37641,0.0001
-3,1,0.41079,0.0001
-3,1,0.45843,7.5
5,3,0.37221,0.0002
-3,3,0.48845,0.0002
5,1,0.47218,60
1,1,0.44764,120
-1,3,0.41441,15
1,1,0.49718,0.0001
-3,1,0.45521,30
3,1,0.38266,30
1,1,0.37857,0.0001
3,1,0.42962,0.0001
-5,3,0.3558,30
-5,1,0.56324,0.0001
3,3,0.39122,120
-1,3,0.42766,0.0002
3,1,0.63562,0.0002
-1,3,0.43322,30
-5,1,0.53556,7.5
1,3,0.64178,15
5,3,0.45753,0.0002
-3,1,0.42472,60
-1,3,0.50078,30
5,1,0.44912,0.0002
1,3,0.26968,0.0002
-3,3,0.54517,30
1,3,0.45518,120
-5,1,0.48685,120
5,3,0.44988,30
-5,3,0.73782,60
1,3,0.45552,15
3,3,0.40812,0.0002
1,3,0.3607,7.5
1,3,0.29519,15
-3,3,2.4116,120
-5,3,0.69542,120
-1,3,0.53101,0.0002
-3,3,0.29012,120
5,3,0.30607,120
5,3,0.38985,15
-5,1,0.29821,30
3,1,0.3226,0.0001
-5,3,0.23845,30
5,3,0.29926,60
-5,1,0.43391,0.0001
3,3,0.47896,7.5
-5,3,0.49139,60
3,1,0.47627,60
3,1,0.43577,120
1,3,0.40706,30
-3,3,0.32525,30
-1,3,0.26199,15
1,3,0.46588,0.0002
1,3,0.51645,0.0002
5,1,0.52493,7.5
3,3,0.65803,7.5
3,3,0.46911,0.0002
-3,1,0.43779,7.5
-1,3,0.56153,120
-3,1,0.63974,120
-5,1,0.44001,15
-5,1,0.39985,7.5
3,3,0.34027,60
-5,1,0.43869,15
-1,3,0.3912,30
-5,1,0.43873,7.5
1,3,0.2814,60
-5,1,0.61594,0.0002
-1,1,0.4188,0.0001
