NumTrials=630, DotSize = 2, Nx = 192, StimulusDuration = 5.000000e-01 
Disparity, MouseButton, ReactionTime, AlternationRate
-1,1,0.75332,120
-5,1,0.25627,15
1,1,0.27845,30
3,3,0.31794,0.0001
-3,1,0.86366,30
-5,3,0.53833,60
-1,3,0.589,0.0002
1,3,0.37944,0.0001
-1,1,0.47812,7.5
-5,1,0.58132,30
3,3,0.31836,7.5
-1,1,0.70469,0.0002
-5,1,0.61384,7.5
1,3,0.45091,7.5
-5,1,0.64225,120
5,1,0.87487,120
-5,3,0.57439,60
-1,1,0.38546,60
-5,1,0.38918,60
-1,1,0.38512,7.5
-3,1,0.43841,120
-5,1,0.38448,120
-1,1,0.34233,120
-1,1,0.37539,30
1,1,0.31686,15
-5,1,0.30377,30
3,1,0.26166,0.0002
1,1,0.28566,30
1,1,0.34483,120
1,1,0.23763,7.5
1,1,0.26894,120
-5,1,0.3815,60
5,1,0.63935,30
-1,1,0.3281,0.0001
1,1,0.42128,15
-3,1,0.38398,15
1,1,0.39478,30
1,1,0.43767,15
-5,1,0.4105,120
-1,1,0.54457,60
5,1,0.52327,60
-3,1,0.33712,0.0001
3,1,0.46265,60
3,1,0.60803,0.0002
-1,1,0.4741,60
-5,1,0.41137,60
5,3,0.69476,7.5
1,3,0.50626,30
-5,3,0.47453,120
5,3,0.68378,60
-1,1,0.76463,120
-3,1,0.53054,0.0002
-3,1,0.5618,0.0001
5,1,0.4837,7.5
1,3,0.51054,0.0001
-5,1,0.37521,7.5
-1,1,0.37307,0.0001
-1,1,0.34451,30
-1,1,0.63679,0.0002
3,3,0.84123,30
-1,1,0.38867,30
-1,1,0.22893,15
-1,1,0.55137,60
5,1,0.63028,0.0002
-3,1,0.5618,0.0002
1,1,0.74598,60
-1,1,0.79783,7.5
-5,1,0.54233,7.5
-5,1,0.42832,15
-1,1,0.53387,30
3,3,1.2467,60
-1,1,0.89628,0.0001
-1,1,1.5915,0.0001
5,1,0.97213,120
-1,1,6.2666,7.5
3,1,0.58131,15
-3,1,0.23618,0.0001
3,3,0.43128,7.5
-5,1,0.46355,15
-1,3,0.46558,60
3,1,0.4731,15
-5,1,0.60732,120
3,3,0.33629,0.0001
-1,1,0.48136,15
3,3,0.24196,0.0001
1,3,0.30749,15
-3,3,0.65412,60
3,3,0.50621,15
-5,1,0.36019,0.0001
5,3,0.5193,30
-3,1,0.53385,15
1,3,0.23022,0.0001
3,3,0.54282,0.0002
-3,3,0.9976,0.0001
5,3,0.32467,0.0001
3,3,0.29738,0.0001
-5,3,0.93715,30
-3,3,0.38484,30
5,3,0.54702,120
3,3,0.64301,60
-3,3,0.55798,30
3,3,0.4067,7.5
5,3,0.50857,0.0001
5,1,0.89131,15
-3,3,0.57099,30
1,3,0.73767,7.5
-3,1,0.36828,0.0001
5,3,0.53168,120
5,3,0.36239,0.0001
-1,3,0.947,120
-1,3,0.38323,0.0002
3,3,0.30066,7.5
-5,1,0.82848,15
3,3,0.22562,15
-3,1,0.25384,0.0001
1,3,0.25004,0.0001
1,1,0.5123,0.0002
3,3,0.5182,120
-3,1,0.34612,0.0001
-5,1,0.22891,0.0001
-3,3,0.62142,0.0002
-1,1,0.24131,7.5
-3,1,0.24999,0.0002
1,3,0.38642,30
-3,1,0.41701,120
-1,1,0.32589,7.5
5,1,0.40384,0.0002
-1,1,0.36486,30
5,1,0.50749,0.0002
-5,1,0.35705,60
-5,1,0.47359,0.0001
3,1,0.48081,0.0002
-1,1,0.9453,120
-5,3,0.23687,0.0002
-1,1,0.50963,60
-1,1,0.40774,60
1,1,0.41455,60
3,3,0.33901,0.0001
1,1,0.46831,0.0002
1,3,0.43862,60
-3,3,1.1469,120
-5,3,0.48906,30
5,1,0.41057,120
-1,3,0.39325,120
5,3,0.30173,0.0001
-3,3,0.5469,60
-1,1,0.44605,0.0001
-5,3,0.59857,60
-5,1,0.40867,15
-1,1,0.32551,7.5
5,3,0.31769,30
1,3,0.32098,30
1,3,0.70871,0.0001
1,3,0.36186,0.0001
-3,3,0.56989,15
5,3,0.4358,0.0001
-5,3,0.50538,60
-5,3,0.33382,15
-1,3,0.37817,7.5
