NumTrials=630, DotSize = 2, Nx = 192, StimulusDuration = 5.000000e-01 
-3,1,0.24889,0.0002
1,3,0.21773,120
1,1,0.26473,0.0002
1,3,0.30475,7.5
5,3,0.31366,15
-1,3,0.47453,0.0002
-3,1,0.27155,60
3,3,0.28132,15
-1,1,0.22078,0.0001
-5,1,0.22206,0.0001
-1,1,0.25178,15
1,1,0.24131,120
3,3,1.3428,120
5,3,0.44094,7.5
-1,3,2.8857,0.0002
1,1,0.36009,0.0002
5,3,0.2193,7.5
1,3,0.24798,120
5,3,0.24563,15
5,3,0.28124,0.0001
5,3,0.39779,120
3,3,0.54604,60
1,3,0.29038,30
1,3,0.27209,0.0001
1,3,0.32025,7.5
3,3,0.24948,0.0001
-3,1,0.2554,0.0001
-3,1,0.2679,60
-3,1,0.23917,30
3,3,0.30244,30
-3,1,0.22136,0.0001
-1,3,0.2804,60
5,3,0.23696,0.0001
-1,1,0.26914,15
1,1,0.34284,0.0002
-3,1,0.23177,7.5
3,3,0.51684,7.5
5,1,0.32061,120
-5,1,0.23887,60
3,1,0.27514,60
5,1,0.24973,120
-5,1,0.22213,15
-5,1,0.31569,30
3,1,0.21663,120
5,3,0.31608,30
-5,1,0.26666,15
-3,1,0.27062,0.0001
-3,1,0.28907,0.0002
-5,1,0.3873,0.0002
1,1,0.24744,60
-5,1,0.30964,120
-3,1,0.30252,15
1,3,0.30535,7.5
1,1,0.32408,60
-1,1,0.35727,30
-5,1,0.22907,30
-3,1,0.25556,60
-5,1,0.21713,120
-1,3,0.22047,120
5,3,0.21938,60
-5,1,0.37704,0.0001
-5,3,0.31313,120
3,3,0.28202,7.5
-3,1,0.23723,7.5
1,3,0.62835,30
-3,1,0.24218,0.0001
1,3,0.33025,7.5
5,3,1.1807,0.0002
-1,3,0.21814,120
-5,1,0.29585,120
1,3,0.3867,15
-5,3,0.27405,30
-1,3,0.37801,120
5,3,0.25857,30
-3,3,0.22329,60
-1,1,0.21859,0.0002
-5,1,0.28248,0.0001
5,3,0.22276,60
-5,1,0.34804,0.0001
-3,1,0.27853,60
5,1,0.25151,60
3,3,0.22471,60
1,1,0.22236,60
-3,1,0.25819,60
-5,1,0.30733,0.0001
-3,1,0.46521,7.5
3,3,0.3183,7.5
-1,1,0.22171,15
-5,1,0.4855,120
5,3,0.21804,0.0001
5,1,0.30123,60
3,3,0.25356,0.0002
-3,1,0.32572,15
3,1,0.28232,120
3,3,1.5361,7.5
3,1,0.27687,30
-5,1,0.38294,15
-1,1,0.60629,7.5
-3,3,0.29448,60
5,3,0.28779,15
-1,3,0.34688,30
-5,1,0.23575,120
-3,1,0.30553,30
-5,3,0.2198,0.0002
-1,1,0.34893,15
-1,3,0.42806,60
-5,1,0.26499,30
-3,3,0.23778,120
-3,1,0.29926,0.0001
1,1,0.25038,120
5,3,0.5345,0.0002
1,1,0.3206,120
1,3,0.30882,30
-5,3,0.39128,60
5,1,0.26341,120
5,3,0.36385,0.0001
-3,3,0.34514,120
1,3,0.29861,0.0001
-5,1,0.39111,15
1,3,0.23636,0.0001
1,3,0.22034,15
3,3,0.22541,0.0001
1,3,0.53976,60
-5,1,0.28032,15
-5,1,0.2861,15
-3,3,0.29626,60
-5,3,0.42598,30
-5,1,0.30425,7.5
-3,1,0.28562,30
-5,1,0.2466,60
5,1,0.24195,30
1,3,0.29892,7.5
-3,1,0.33464,0.0002
1,1,0.3817,120
-5,1,0.28583,0.0001
3,3,0.3199,0.0001
3,3,0.22233,60
3,3,0.22289,0.0001
5,3,0.24551,60
-3,1,0.29237,7.5
-3,1,0.23684,7.5
-1,1,0.2885,15
5,3,0.22473,30
3,3,0.26455,15
3,1,0.27147,60
1,1,0.50873,60
3,1,0.33096,120
-3,1,0.29617,15
-1,3,0.23273,60
-1,1,0.29316,15
-1,3,0.22208,120
-5,3,0.23057,60
5,1,0.40756,15
-3,3,0.3174,120
3,3,0.28184,15
3,3,0.32186,0.0001
-1,1,0.26427,30
-1,3,0.27478,30
1,3,0.29379,30
-1,1,0.3699,0.0002
-3,1,0.21794,0.0002
-1,1,0.24012,0.0001
5,3,0.23738,0.0002
3,3,0.21865,7.5
-5,3,0.21736,120
-3,1,0.24016,60
3,3,0.34572,0.0001
5,3,0.32588,7.5
3,1,0.47659,60
-5,3,0.26789,0.0002
-1,1,0.23007,0.0002
1,3,0.23191,15
-1,1,0.27841,120
-3,3,0.22104,30
-5,1,0.29468,60
-1,1,0.41803,120
1,3,0.21986,30
-3,1,0.21991,0.0001
1,3,0.24462,7.5
5,3,0.50302,30
-5,1,0.30127,15
-5,1,0.28087,7.5
3,3,0.39246,0.0001
3,3,0.33269,7.5
-5,1,0.30476,0.0001
1,3,0.22379,0.0001
-3,3,0.26335,60
3,1,0.37383,60
-5,3,0.43763,120
5,3,0.43596,30
1,3,0.34845,30
-1,1,0.25472,120
1,1,0.30554,60
5,3,0.3437,15
-3,1,0.31073,0.0001
5,3,0.32927,30
1,3,0.31721,0.0002
5,1,0.28398,60
-1,1,0.22249,120
1,3,0.34228,120
1,3,0.33508,7.5
-1,1,0.29108,0.0002
-1,1,0.22311,0.0001
-3,1,0.26888,30
-5,1,0.22419,0.0002
-3,1,0.4106,15
-3,3,0.47183,120
1,1,0.31995,0.0002
3,3,0.27232,30
-1,1,0.2233,7.5
5,3,0.32409,30
5,3,0.289,15
5,3,0.22495,15
1,1,0.46494,0.0002
-3,1,0.21815,15
-5,1,0.29397,30
-5,1,0.24633,0.0001
-3,1,0.22064,0.0001
5,3,0.21614,7.5
3,3,0.44145,0.0001
-5,1,0.34887,0.0002
3,3,0.38778,0.0002
-5,1,0.3487,15
-5,1,0.24132,7.5
1,3,0.31031,15
-3,3,0.50477,0.0002
-1,1,0.29742,7.5
5,3,0.32577,120
3,3,0.24554,7.5
3,3,0.42374,0.0002
5,3,0.30536,15
1,3,0.23064,30
1,3,0.28026,0.0001
-1,1,0.29108,15
5,3,0.25518,7.5
5,3,0.25346,60
-1,3,0.44245,120
-1,3,0.22396,60
-1,1,0.37312,30
1,3,0.23236,15
-3,1,0.22371,7.5
5,3,0.25436,15
3,1,0.30869,30
1,3,0.22415,15
-5,1,3.8869,0.0001
3,3,0.34277,15
-5,1,0.33604,30
-5,1,0.26892,0.0002
3,1,0.23493,120
1,1,0.22899,120
-5,1,0.2738,0.0002
-5,3,0.23666,60
-5,1,0.49813,60
1,1,0.22102,0.0002
-1,3,0.21433,60
-1,1,1.1289,60
5,1,0.40693,0.0002
1,1,0.31164,60
5,1,0.34243,0.0002
-3,1,0.26519,15
3,3,0.3603,60
-3,1,0.24331,0.0002
-5,1,0.25875,15
3,3,0.22278,120
-1,1,0.2817,0.0001
5,3,0.28717,30
5,3,0.28766,0.0001
5,3,0.22518,7.5
5,3,0.3619,30
-1,1,0.34526,60
-5,3,0.22425,60
3,3,0.22203,0.0001
-3,1,0.23235,30
5,3,0.21712,0.0001
1,3,0.41982,30
5,3,0.23227,0.0001
-1,1,0.34983,7.5
-5,1,0.36653,7.5
-3,1,0.22264,30
-1,1,0.56292,0.0001
-3,1,0.31111,30
-5,1,0.23134,7.5
-5,1,0.31112,60
3,3,0.21645,15
3,3,0.22314,0.0001
5,1,0.46082,120
1,3,2.4322,7.5
-3,1,0.31842,7.5
3,1,0.28936,120
-1,1,0.41159,120
5,3,0.31694,120
3,1,0.27008,0.0002
-1,1,0.26636,0.0001
-3,1,0.25152,15
-1,1,0.22247,30
-3,1,0.22242,15
-5,1,0.44314,30
1,3,0.27252,0.0001
5,3,0.32664,0.0001
1,1,0.303,120
5,3,0.21696,120
-3,1,0.32036,15
5,1,0.2843,30
3,1,0.26478,0.0002
-5,1,0.22918,0.0002
-1,1,0.34166,0.0002
-3,1,0.30328,120
3,3,0.54736,120
-5,1,0.23503,7.5
3,3,0.24146,15
3,3,0.22348,30
5,3,0.29338,30
-1,1,0.27025,0.0001
5,3,0.2908,7.5
1,1,0.23319,0.0002
-5,1,0.28338,60
-3,1,0.23588,0.0001
3,3,0.50974,15
5,1,0.2836,60
-3,1,0.2518,7.5
-3,1,0.22395,7.5
-1,1,0.23574,0.0002
-1,1,0.26165,15
5,3,0.22159,0.0001
1,1,0.24508,60
-1,3,0.28116,60
3,1,0.22139,120
5,3,0.28138,30
-1,1,0.23531,15
-3,1,0.22462,120
3,1,0.22013,0.0002
1,3,0.29106,0.0001
3,1,0.50339,30
3,3,0.37717,30
-1,1,0.63205,0.0001
-3,1,0.35155,15
-1,1,0.28178,60
-1,1,0.2179,7.5
5,3,0.5061,0.0001
-3,1,0.22174,7.5
-5,1,0.21895,0.0001
-1,1,0.23275,60
-1,1,0.21971,60
-1,1,0.23348,120
5,1,0.24541,0.0002
5,3,0.2273,0.0001
1,3,0.22162,60
3,1,0.22192,60
-3,1,0.2231,120
-5,1,0.25448,60
5,3,0.25916,60
-3,1,0.26255,7.5
-3,1,0.24196,120
-3,1,0.23861,7.5
-3,1,0.22964,7.5
3,3,0.31586,120
-1,1,0.2226,7.5
5,3,0.26574,7.5
-5,1,0.87062,7.5
3,3,0.22396,7.5
3,3,0.37009,0.0002
-1,1,0.2209,7.5
5,1,0.23262,0.0002
5,3,0.28683,0.0002
-5,1,0.22226,7.5
1,3,0.21512,0.0001
1,3,0.21858,7.5
-3,1,0.24697,0.0002
3,1,0.24336,0.0002
1,3,0.22923,15
-5,3,0.3433,120
3,3,0.23958,0.0001
3,3,0.21492,7.5
1,1,0.29619,0.0002
-1,1,0.22296,30
3,1,0.28658,60
3,3,0.22222,7.5
-5,1,0.23773,15
1,3,0.22315,60
3,3,0.22178,15
-5,3,0.23762,120
1,3,0.41859,15
-5,3,0.39925,30
5,1,0.22181,60
-1,1,0.22296,30
1,3,0.22321,0.0001
