NumTrials=720, Nx = 270, StimulusDuration = 5.000000e-01 
Disparity, MouseButton, ReactionTime, RefreshRate, DotMatch, Density, DotSize,
3,3,0.60365,85,1,0.24,3
3,3,0.52098,85,1,0.24,3
3,1,0.53443,85,0.5,0.24,2
3,3,0.50454,21.25,1,0.24,2
3,3,0.51224,85,1,0.24,3
3,3,0.7028,85,0.5,0.24,2
-3,1,0.55595,85,1,0.24,2
3,3,0.60287,21.25,0.5,0.24,1
3,3,0.66309,85,0.5,0.24,1
3,3,0.6676,85,1,0.24,2
3,3,0.7959,85,0.5,0.24,2
-3,1,0.53758,85,1,0.24,1
3,3,0.51936,85,1,0.24,3
-3,1,0.52039,21.25,1,0.24,1
-3,1,0.552,85,0.5,0.24,3
3,3,0.53934,85,1,0.24,3
-3,3,0.56606,21.25,0.5,0.24,1
-3,1,0.51036,85,0.5,0.24,3
-3,1,0.56186,21.25,0.5,0.24,2
3,3,0.56234,85,1,0.24,3
-3,1,0.59402,85,0.5,0.24,3
3,3,0.51786,21.25,1,0.24,3
3,3,0.52906,21.25,1,0.24,2
-3,1,0.5106,21.25,1,0.24,2
-3,1,0.52381,85,1,0.24,2
-3,1,0.50437,21.25,0.5,0.24,3
3,3,0.53714,85,1,0.24,1
3,3,0.51128,21.25,1,0.24,3
3,3,0.51039,21.25,1,0.24,1
-3,1,0.52395,85,1,0.24,2
3,1,0.68681,85,0.5,0.24,3
3,3,0.51426,85,1,0.24,1
3,1,0.51478,21.25,0.5,0.24,2
-3,1,0.5262,21.25,1,0.24,2
-3,1,0.51021,85,1,0.24,2
-3,1,0.50447,21.25,1,0.24,2
-3,1,0.53043,21.25,1,0.24,2
3,3,0.51025,85,1,0.24,2
3,3,0.52732,21.25,1,0.24,1
-3,1,0.57503,21.25,0.5,0.24,3
3,3,0.51033,21.25,1,0.24,3
-3,3,0.60304,85,0.5,0.24,2
-3,3,0.53147,85,0.5,0.24,2
3,3,0.50325,21.25,1,0.24,2
3,3,0.573,85,1,0.24,2
-3,1,0.56054,85,0.5,0.24,1
3,1,0.70823,85,0.5,0.24,3
3,1,0.56561,85,0.5,0.24,3
3,3,0.50939,85,1,0.24,1
3,3,0.89088,21.25,0.5,0.24,3
-3,1,0.54211,21.25,0.5,0.24,2
3,3,0.9681,85,0.5,0.24,2
-3,1,1.0731,21.25,0.5,0.24,1
3,1,0.56002,85,0.5,0.24,2
3,3,0.53579,85,1,0.24,3
3,3,0.54172,85,1,0.24,1
-3,1,0.56114,21.25,1,0.24,1
3,3,0.74168,21.25,0.5,0.24,1
-3,1,0.69547,21.25,0.5,0.24,1
3,3,0.51037,21.25,1,0.24,2
-3,1,0.51035,21.25,1,0.24,2
3,1,0.61561,85,0.5,0.24,1
-3,1,0.51945,85,1,0.24,2
-3,3,0.51928,85,0.5,0.24,1
3,3,0.55727,21.25,1,0.24,1
3,3,0.58954,21.25,1,0.24,3
-3,3,0.54972,85,0.5,0.24,1
-3,1,0.52154,21.25,1,0.24,2
-3,3,0.6062,85,0.5,0.24,1
3,3,0.54718,21.25,0.5,0.24,3
-3,1,0.74726,85,0.5,0.24,3
-3,3,0.52338,21.25,0.5,0.24,1
-3,1,0.543,21.25,0.5,0.24,2
3,3,0.52918,85,0.5,0.24,3
-3,1,0.5043,21.25,1,0.24,1
-3,1,0.57312,85,1,0.24,1
3,1,0.64027,21.25,0.5,0.24,3
-3,3,0.51962,85,0.5,0.24,1
3,3,0.53409,85,1,0.24,1
-3,1,0.55829,85,0.5,0.24,1
-3,1,0.57946,21.25,0.5,0.24,2
-3,1,0.51034,85,1,0.24,2
-3,1,0.62305,85,0.5,0.24,3
3,3,0.51952,85,1,0.24,3
3,3,0.60495,21.25,0.5,0.24,2
3,1,0.51039,21.25,0.5,0.24,1
3,3,0.51124,21.25,1,0.24,1
-3,1,0.52042,21.25,1,0.24,3
-3,1,0.5419,21.25,1,0.24,3
-3,1,0.51036,21.25,0.5,0.24,3
3,3,0.6008,21.25,0.5,0.24,1
3,3,0.54785,85,0.5,0.24,3
3,3,0.5196,85,1,0.24,3
3,3,0.52091,21.25,1,0.24,3
-3,1,0.65271,21.25,0.5,0.24,2
3,1,0.66495,21.25,0.5,0.24,2
-3,3,0.5535,85,0.5,0.24,1
-3,1,0.51845,85,0.5,0.24,1
3,1,0.85292,21.25,0.5,0.24,1
-3,1,0.51039,21.25,1,0.24,3
-3,3,0.58062,85,0.5,0.24,3
-3,1,0.5335,85,0.5,0.24,1
-3,1,0.52438,85,1,0.24,1
-3,3,0.6585,21.25,0.5,0.24,1
3,3,0.5528,21.25,0.5,0.24,1
3,3,0.51102,85,0.5,0.24,1
3,3,0.53478,21.25,1,0.24,2
3,3,0.51038,21.25,1,0.24,1
-3,1,0.53192,85,0.5,0.24,3
3,3,0.59958,21.25,1,0.24,3
3,3,0.68879,21.25,0.5,0.24,1
3,3,0.51357,21.25,1,0.24,3
3,3,0.51037,21.25,1,0.24,2
-3,1,0.52411,21.25,0.5,0.24,2
3,3,0.51041,21.25,1,0.24,1
-3,1,0.51045,85,1,0.24,2
3,3,0.54612,21.25,1,0.24,1
-3,1,0.56616,21.25,1,0.24,2
3,3,0.52457,21.25,1,0.24,1
3,3,0.51039,21.25,1,0.24,3
-3,1,0.64327,21.25,0.5,0.24,2
-3,1,0.53914,21.25,1,0.24,2
3,1,0.81279,21.25,0.5,0.24,2
3,3,0.51634,21.25,1,0.24,2
-3,1,0.54166,21.25,0.5,0.24,3
3,1,0.82333,21.25,0.5,0.24,1
-3,3,0.55081,21.25,0.5,0.24,1
3,1,0.51037,21.25,0.5,0.24,3
-3,1,0.51031,85,1,0.24,2
-3,1,0.52098,85,0.5,0.24,2
3,3,0.50432,21.25,1,0.24,2
-3,1,0.51041,21.25,1,0.24,2
-3,1,0.51024,85,1,0.24,3
3,3,0.51954,85,0.5,0.24,2
3,3,0.53633,21.25,1,0.24,2
3,3,0.52482,85,1,0.24,1
-3,1,0.55201,85,0.5,0.24,2
3,3,0.53024,85,0.5,0.24,3
-3,1,0.50437,21.25,1,0.24,1
-3,1,0.51031,85,0.5,0.24,3
-3,1,0.50414,21.25,1,0.24,1
3,3,0.55848,21.25,0.5,0.24,2
-3,1,0.55259,21.25,0.5,0.24,1
3,1,0.56607,85,0.5,0.24,1
3,1,0.54743,85,0.5,0.24,3
3,3,0.53728,85,1,0.24,2
-3,1,0.53892,85,0.5,0.24,2
3,1,0.58541,21.25,0.5,0.24,2
3,1,0.91032,21.25,0.5,0.24,1
3,3,0.51183,21.25,1,0.24,3
-3,1,0.53317,85,0.5,0.24,3
3,3,0.67707,85,0.5,0.24,1
3,3,0.59048,21.25,1,0.24,3
3,1,0.61153,21.25,0.5,0.24,2
-3,1,0.66685,85,0.5,0.24,2
3,3,0.50425,21.25,1,0.24,3
3,1,0.79646,21.25,0.5,0.24,1
-3,1,0.51958,85,0.5,0.24,2
-3,1,0.55116,21.25,0.5,0.24,3
3,3,0.51139,21.25,1,0.24,3
-3,1,0.52071,21.25,0.5,0.24,2
-3,1,0.55014,21.25,0.5,0.24,1
3,1,0.56028,85,0.5,0.24,3
3,3,0.59191,85,1,0.24,3
3,3,0.51911,85,1,0.24,1
3,3,0.51939,85,1,0.24,2
3,1,0.59458,85,0.5,0.24,2
3,3,0.50433,21.25,1,0.24,1
-3,1,0.53346,21.25,0.5,0.24,2
3,3,0.51037,21.25,1,0.24,2
3,1,0.56839,21.25,0.5,0.24,3
-3,1,0.51876,21.25,1,0.24,2
